Customer_ID,Age,Loan_Type,Loan_Amount,Repayment_Status,Review,Sentiment_Score,Sentiment_Label
24,19,Home,7469,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
25,38,Auto,27534,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
26,50,Personal,14017,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
27,29,Personal,7808,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
28,39,Home,17713,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
29,61,Auto,45329,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
30,42,Business,7719,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
31,66,Auto,27890,Defaulted,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
32,44,Home,16700,Defaulted,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
33,59,Home,41509,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
34,45,Auto,47534,Paid,The interest rates are high compared to other banks.,0.0175,Positive
35,33,Business,41766,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
36,32,Business,31705,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
37,64,Personal,23787,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
38,68,Business,31588,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
39,61,Auto,31123,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
40,69,Home,38062,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
41,20,Personal,15177,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
42,54,Personal,26727,Paid,The interest rates are high compared to other banks.,0.0175,Positive
43,68,Home,35220,Paid,The interest rates are high compared to other banks.,0.0175,Positive
44,24,Business,14882,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
45,38,Home,6136,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
46,26,Business,39832,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
47,56,Home,36966,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
48,35,Auto,12009,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
49,21,Business,17987,Paid,The interest rates are high compared to other banks.,0.0175,Positive
50,42,Auto,42311,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
51,31,Personal,36575,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
52,67,Home,6007,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
53,26,Personal,10445,Paid,Great customer support and low-interest rates.,0.8,Positive
54,43,Personal,15706,Paid,Great customer support and low-interest rates.,0.8,Positive
55,19,Personal,49486,Paid,The interest rates are high compared to other banks.,0.0175,Positive
56,37,Personal,34257,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
57,45,Home,26736,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
58,64,Personal,47207,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
59,24,Home,18281,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
60,61,Home,6435,Paid,The interest rates are high compared to other banks.,0.0175,Positive
61,25,Auto,38339,Paid,Great customer support and low-interest rates.,0.8,Positive
62,64,Business,40150,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
63,52,Business,30821,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
64,31,Home,31660,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
65,34,Auto,10084,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
66,53,Home,21661,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
67,67,Home,18507,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
68,57,Home,12059,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
69,21,Auto,23271,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
70,19,Business,12491,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
71,23,Auto,19859,Paid,The interest rates are high compared to other banks.,0.0175,Positive
72,59,Personal,13073,Paid,The interest rates are high compared to other banks.,0.0175,Positive
73,21,Auto,14077,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
74,46,Auto,25953,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
75,35,Auto,16383,Defaulted,Great customer support and low-interest rates.,0.8,Positive
76,43,Auto,7353,Paid,Great customer support and low-interest rates.,0.8,Positive
77,61,Business,28821,Paid,The interest rates are high compared to other banks.,0.0175,Positive
78,51,Personal,42567,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
79,27,Business,29860,Paid,The interest rates are high compared to other banks.,0.0175,Positive
80,53,Business,26195,Paid,Great customer support and low-interest rates.,0.8,Positive
81,31,Auto,16939,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
82,48,Home,30338,Paid,The interest rates are high compared to other banks.,0.0175,Positive
83,65,Home,26730,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
84,32,Business,26427,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
85,25,Business,40196,Paid,The interest rates are high compared to other banks.,0.0175,Positive
86,31,Auto,32083,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
87,40,Business,26510,Paid,The interest rates are high compared to other banks.,0.0175,Positive
88,57,Auto,49064,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
89,38,Home,12813,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
90,33,Home,36598,Paid,Great customer support and low-interest rates.,0.8,Positive
91,62,Personal,32570,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
92,35,Home,32082,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
93,64,Business,34241,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
94,41,Home,35678,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
95,43,Auto,49569,Defaulted,Great customer support and low-interest rates.,0.8,Positive
96,42,Home,16745,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
97,62,Personal,31029,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
98,58,Home,18025,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
99,46,Auto,41124,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
100,32,Auto,19288,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
101,62,Business,28650,Paid,Great customer support and low-interest rates.,0.8,Positive
102,18,Home,11540,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
103,42,Auto,37232,Paid,The interest rates are high compared to other banks.,0.0175,Positive
104,24,Personal,21422,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
105,26,Business,8342,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
106,41,Personal,46846,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
107,18,Home,40612,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
108,61,Home,15396,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
109,25,Home,22482,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
110,41,Business,28411,Paid,Great customer support and low-interest rates.,0.8,Positive
111,28,Auto,18261,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
112,68,Business,8093,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
113,34,Personal,16722,Paid,The interest rates are high compared to other banks.,0.0175,Positive
114,25,Business,27042,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
115,52,Personal,49413,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
116,52,Business,33087,Defaulted,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
117,50,Auto,37347,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
118,22,Personal,38756,Paid,Great customer support and low-interest rates.,0.8,Positive
119,59,Home,44214,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
120,56,Home,21335,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
121,58,Business,33602,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
122,45,Home,39450,Defaulted,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
123,24,Personal,37196,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
124,26,Home,10626,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
125,25,Auto,12424,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
126,29,Auto,17857,Paid,Great customer support and low-interest rates.,0.8,Positive
127,51,Business,49923,Paid,The interest rates are high compared to other banks.,0.0175,Positive
128,50,Personal,24982,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
129,65,Auto,16425,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
130,40,Auto,6980,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
131,41,Personal,31431,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
132,54,Home,24440,Defaulted,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
133,52,Home,46752,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
134,61,Business,22175,Paid,The interest rates are high compared to other banks.,0.0175,Positive
135,57,Home,31385,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
136,39,Personal,43158,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
137,44,Auto,28019,Defaulted,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
138,52,Home,23639,Paid,Great customer support and low-interest rates.,0.8,Positive
139,18,Business,24994,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
140,52,Home,39375,Defaulted,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
141,54,Personal,26563,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
142,64,Business,44341,Defaulted,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
143,31,Home,10776,Paid,The interest rates are high compared to other banks.,0.0175,Positive
144,20,Business,41444,Paid,The interest rates are high compared to other banks.,0.0175,Positive
145,18,Personal,8380,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
146,22,Auto,13711,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
147,43,Personal,13782,Defaulted,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
148,31,Personal,22434,Paid,Great customer support and low-interest rates.,0.8,Positive
149,56,Personal,25017,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
150,44,Personal,35707,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
151,26,Auto,44110,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
152,32,Auto,22343,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
153,32,Business,43827,Defaulted,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
154,43,Home,46652,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
155,59,Auto,10655,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
156,30,Auto,49859,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
157,68,Home,20251,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
158,49,Auto,5526,Paid,Great customer support and low-interest rates.,0.8,Positive
159,56,Personal,8224,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
160,66,Personal,16536,Defaulted,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
161,69,Home,33541,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
162,49,Business,18547,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
163,21,Business,39531,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
164,47,Home,13712,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
165,54,Home,43565,Paid,Great customer support and low-interest rates.,0.8,Positive
166,40,Personal,14208,Paid,Great customer support and low-interest rates.,0.8,Positive
167,56,Business,10109,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
168,62,Auto,40201,Paid,Great customer support and low-interest rates.,0.8,Positive
169,32,Personal,21967,Paid,The interest rates are high compared to other banks.,0.0175,Positive
170,60,Home,34759,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
171,46,Business,25172,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
172,53,Auto,41935,Paid,The interest rates are high compared to other banks.,0.0175,Positive
173,30,Auto,31589,Defaulted,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
174,49,Personal,35015,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
175,24,Business,34009,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
176,68,Business,22773,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
177,39,Home,46125,Paid,Great customer support and low-interest rates.,0.8,Positive
178,45,Business,31143,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
179,19,Business,11154,Paid,Great customer support and low-interest rates.,0.8,Positive
180,59,Personal,26804,Paid,The interest rates are high compared to other banks.,0.0175,Positive
181,62,Business,46688,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
182,23,Auto,25581,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
183,45,Personal,35087,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
184,45,Personal,37981,Paid,Great customer support and low-interest rates.,0.8,Positive
185,61,Home,8762,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
186,61,Business,14768,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
187,37,Home,48408,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
188,47,Auto,44499,Paid,Great customer support and low-interest rates.,0.8,Positive
189,28,Personal,43559,Paid,The interest rates are high compared to other banks.,0.0175,Positive
190,45,Personal,13783,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
191,42,Personal,34781,Paid,The interest rates are high compared to other banks.,0.0175,Positive
192,56,Auto,35811,Paid,Great customer support and low-interest rates.,0.8,Positive
193,50,Auto,40488,Defaulted,Great customer support and low-interest rates.,0.8,Positive
194,18,Home,13905,Defaulted,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
195,44,Home,14127,Defaulted,Great customer support and low-interest rates.,0.8,Positive
196,69,Home,27431,Paid,Great customer support and low-interest rates.,0.8,Positive
197,30,Business,11368,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
198,58,Personal,32424,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
199,20,Personal,23333,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
200,56,Home,28116,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
201,23,Personal,48201,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
202,25,Home,20525,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
203,44,Business,28398,Defaulted,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
204,26,Business,37857,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
205,54,Auto,15361,Paid,The interest rates are high compared to other banks.,0.0175,Positive
206,50,Business,21369,Paid,Great customer support and low-interest rates.,0.8,Positive
207,68,Home,8041,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
208,59,Business,5105,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
209,61,Auto,14078,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
210,41,Personal,30003,Paid,The interest rates are high compared to other banks.,0.0175,Positive
211,32,Home,11090,Defaulted,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
212,49,Personal,43850,Paid,Great customer support and low-interest rates.,0.8,Positive
213,49,Auto,6925,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
214,41,Auto,23440,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
215,58,Auto,44685,Paid,Great customer support and low-interest rates.,0.8,Positive
216,69,Personal,31015,Paid,Great customer support and low-interest rates.,0.8,Positive
217,66,Personal,38320,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
218,66,Personal,30291,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
219,69,Personal,41679,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
220,29,Auto,31289,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
221,56,Auto,8389,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
222,19,Home,30683,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
223,20,Home,18629,Paid,The interest rates are high compared to other banks.,0.0175,Positive
224,66,Personal,29826,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
225,54,Business,40198,Paid,Great customer support and low-interest rates.,0.8,Positive
226,66,Business,31630,Defaulted,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
227,34,Auto,38226,Defaulted,Great customer support and low-interest rates.,0.8,Positive
228,66,Auto,37975,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
229,19,Auto,5899,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
230,19,Home,16653,Paid,The interest rates are high compared to other banks.,0.0175,Positive
231,45,Home,32961,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
232,40,Auto,21405,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
233,54,Auto,13601,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
234,49,Auto,38662,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
235,50,Business,38282,Paid,The interest rates are high compared to other banks.,0.0175,Positive
236,18,Home,26288,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
237,36,Business,34545,Paid,The interest rates are high compared to other banks.,0.0175,Positive
238,19,Business,41877,Paid,Great customer support and low-interest rates.,0.8,Positive
239,61,Auto,20313,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
240,43,Auto,20349,Paid,The interest rates are high compared to other banks.,0.0175,Positive
241,49,Personal,12179,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
242,23,Personal,15326,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
243,49,Business,49555,Paid,Great customer support and low-interest rates.,0.8,Positive
244,21,Home,6560,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
245,28,Auto,18612,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
246,34,Auto,22650,Paid,Great customer support and low-interest rates.,0.8,Positive
247,55,Business,31745,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
248,41,Personal,36890,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
249,22,Home,25022,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
250,69,Personal,9780,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
251,51,Personal,23311,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
252,23,Personal,33380,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
253,39,Personal,49662,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
254,28,Auto,7356,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
255,65,Auto,9790,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
256,33,Personal,31911,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
257,50,Home,29363,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
258,26,Business,25049,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
259,23,Home,15181,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
260,33,Home,44825,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
261,46,Home,21082,Paid,Great customer support and low-interest rates.,0.8,Positive
262,20,Personal,5661,Paid,The interest rates are high compared to other banks.,0.0175,Positive
263,37,Auto,42412,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
264,53,Home,7920,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
265,36,Personal,30658,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
266,43,Home,19025,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
267,20,Home,13946,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
268,36,Personal,33706,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
269,37,Auto,44004,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
270,49,Auto,21309,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
271,24,Business,38120,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
272,69,Personal,35027,Paid,The interest rates are high compared to other banks.,0.0175,Positive
273,58,Business,12005,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
274,50,Business,5956,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
275,57,Business,39839,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
276,56,Auto,13595,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
277,35,Personal,17803,Paid,The interest rates are high compared to other banks.,0.0175,Positive
278,57,Business,30963,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
279,18,Personal,41221,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
280,28,Personal,44443,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
281,45,Auto,38723,Paid,The interest rates are high compared to other banks.,0.0175,Positive
282,42,Business,44063,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
283,67,Business,20282,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
284,40,Personal,9703,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
285,48,Home,11563,Defaulted,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
286,47,Auto,30849,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
287,59,Auto,36860,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
288,52,Auto,36585,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
289,24,Auto,27015,Paid,Great customer support and low-interest rates.,0.8,Positive
290,33,Business,17003,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
291,43,Business,48585,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
292,65,Home,31958,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
293,69,Auto,31017,Defaulted,Great customer support and low-interest rates.,0.8,Positive
294,66,Auto,16171,Paid,Great customer support and low-interest rates.,0.8,Positive
295,19,Personal,17201,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
296,18,Business,34426,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
297,65,Auto,22778,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
298,29,Home,47229,Paid,Great customer support and low-interest rates.,0.8,Positive
299,22,Home,26116,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
300,54,Business,38297,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
301,49,Home,24342,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
302,26,Home,32490,Paid,The interest rates are high compared to other banks.,0.0175,Positive
303,58,Business,24975,Paid,The interest rates are high compared to other banks.,0.0175,Positive
304,52,Auto,31723,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
305,36,Auto,28279,Defaulted,Great customer support and low-interest rates.,0.8,Positive
306,65,Home,17765,Defaulted,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
307,33,Home,16561,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
308,20,Auto,46899,Paid,Great customer support and low-interest rates.,0.8,Positive
309,37,Business,5525,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
310,41,Home,27861,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
311,50,Personal,38142,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
312,41,Business,31916,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
313,69,Home,49965,Paid,Great customer support and low-interest rates.,0.8,Positive
314,28,Home,9648,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
315,66,Personal,40133,Paid,The interest rates are high compared to other banks.,0.0175,Positive
